,Title,Date,URL
0,리틀버드 헬파 vs 코브라 토우,00:11,https://arca.live/b/gaijin/88947537?near=2023-10-17T00%3A00&tz=%2B0900
1,나만 지금 서버 이상함?,00:11,https://arca.live/b/gaijin/88947531?near=2023-10-17T00%3A00&tz=%2B0900
2,요새 찻집할거같은놈 많이 들어오누 ㅋㅋ,00:10,https://arca.live/b/gaijin/88947440?near=2023-10-17T00%3A00&tz=%2B0900
3,캐스떡밥에 영갈 센츄부랄 캐스기 기습질문,00:09,https://arca.live/b/gaijin/88947339?near=2023-10-17T00%3A00&tz=%2B0900
4,고아새끼,00:08,https://arca.live/b/gaijin/88947289?near=2023-10-17T00%3A00&tz=%2B0900
5,나 군대 절반이상 지나고 나서 이새끼 풀리는거눜ㅋㅋ,00:08,https://arca.live/b/gaijin/88947273?near=2023-10-17T00%3A00&tz=%2B0900
6,팀 꼬라지,00:08,https://arca.live/b/gaijin/88947265?near=2023-10-17T00%3A00&tz=%2B0900
7,가장재밌고 쉬운 캐스,00:08,https://arca.live/b/gaijin/88947257?near=2023-10-17T00%3A00&tz=%2B0900
8,as20 언제 병신됐냐,00:07,https://arca.live/b/gaijin/88947235?near=2023-10-17T00%3A00&tz=%2B0900
9,중국 카오이는 없는거 아니냐,00:07,https://arca.live/b/gaijin/88947181?near=2023-10-17T00%3A00&tz=%2B0900
10,와 k-3 예상모형 좆 꼴리네,00:06,https://arca.live/b/gaijin/88947162?near=2023-10-17T00%3A00&tz=%2B0900
11,진지하게 10월 한국트리 나올 확률 얼마 정도 된다고 봄?,00:06,https://arca.live/b/gaijin/88947139?near=2023-10-17T00%3A00&tz=%2B0900
12,지금 캐스떡밥 뭐임?,00:06,https://arca.live/b/gaijin/88947133?near=2023-10-17T00%3A00&tz=%2B0900
13,네 다음,00:06,https://arca.live/b/gaijin/88947094?near=2023-10-17T00%3A00&tz=%2B0900
14,이탈리아 공중 좋음?,00:05,https://arca.live/b/gaijin/88947073?near=2023-10-17T00%3A00&tz=%2B0900
15,모델링 쓸데없이 자세하네,00:05,https://arca.live/b/gaijin/88947062?near=2023-10-17T00%3A00&tz=%2B0900
16,부계 파서왔으면 조용히 눈팅이나하지...,00:05,https://arca.live/b/gaijin/88947048?near=2023-10-17T00%3A00&tz=%2B0900
17,고티어 캐스가 제일 어려워,00:03,https://arca.live/b/gaijin/88946877?near=2023-10-17T00%3A00&tz=%2B0900
18,우린 그걸 [부계] 라고 부르기로 했어요,00:02,https://arca.live/b/gaijin/88946803?near=2023-10-17T00%3A00&tz=%2B0900
19,캐스 어려운 이유 알려준다,00:02,https://arca.live/b/gaijin/88946786?near=2023-10-17T00%3A00&tz=%2B0900
20,축하해주세요..,00:02,https://arca.live/b/gaijin/88946767?near=2023-10-17T00%3A00&tz=%2B0900
21,아니 근데 캐스 어려운 거 맞잖아,00:01,https://arca.live/b/gaijin/88946680?near=2023-10-17T00%3A00&tz=%2B0900
22,데브 안나오는 이유 그거 아님?,00:00,https://arca.live/b/gaijin/88946604?near=2023-10-17T00%3A00&tz=%2B0900
23,근데 캐스 개인적으로 어렵긴 해,23:59,https://arca.live/b/gaijin/88946550?near=2023-10-17T00%3A00&tz=%2B0900
24,또 이상한 떡밥이야?,23:59,https://arca.live/b/gaijin/88946540?near=2023-10-17T00%3A00&tz=%2B0900
25,캐스가 어렵다구요?,23:58,https://arca.live/b/gaijin/88946466?near=2023-10-17T00%3A00&tz=%2B0900
26,맨패드들 기동성만 좋아지면 ty90x523배려나 ㅋㅋ,23:55,https://arca.live/b/gaijin/88946244?near=2023-10-17T00%3A00&tz=%2B0900
27,스웨덴 대전기 캐스기 없냐,23:55,https://arca.live/b/gaijin/88946222?near=2023-10-17T00%3A00&tz=%2B0900
28,흐르잔테마 어떰?,23:54,https://arca.live/b/gaijin/88946146?near=2023-10-17T00%3A00&tz=%2B0900
29,캐스 어려운거 맞음ㅇㅇ,23:53,https://arca.live/b/gaijin/88946056?near=2023-10-17T00%3A00&tz=%2B0900
30,소신발언) 캐스 어려운거 맞는데 버프 좀,23:52,https://arca.live/b/gaijin/88945966?near=2023-10-17T00%3A00&tz=%2B0900
31,시대는 로켓의 시대다!,23:52,https://arca.live/b/gaijin/88945947?near=2023-10-17T00%3A00&tz=%2B0900
32,중국 공중 뚫는데에는 뭐가 나음?,23:48,https://arca.live/b/gaijin/88945679?near=2023-10-17T00%3A00&tz=%2B0900
33,투란 3 좋네,23:47,https://arca.live/b/gaijin/88945583?near=2023-10-17T00%3A00&tz=%2B0900
34,시작부터 4명죽음 대참사났다!!,23:47,https://arca.live/b/gaijin/88945567?near=2023-10-17T00%3A00&tz=%2B0900
35,짱오치리 성능 너무 만족스럽다,23:47,https://arca.live/b/gaijin/88945545?near=2023-10-17T00%3A00&tz=%2B0900
36,내 부랄에 맹세컨데,23:46,https://arca.live/b/gaijin/88945501?near=2023-10-17T00%3A00&tz=%2B0900
37,캐스질 어려운거 맞는거아님 ?,23:46,https://arca.live/b/gaijin/88945483?near=2023-10-17T00%3A00&tz=%2B0900
38,아 데브 안나오는 이유가,23:46,https://arca.live/b/gaijin/88945477?near=2023-10-17T00%3A00&tz=%2B0900
39,su27계열은 뭔가 크기에 비해 안 달리는 느낌이 크긴 하더라,23:46,https://arca.live/b/gaijin/88945442?near=2023-10-17T00%3A00&tz=%2B0900
40,떡밥 노잼이니까 공약 달린다,23:44,https://arca.live/b/gaijin/88945333?near=2023-10-17T00%3A00&tz=%2B0900
